"","c4.A","c4.B","c4.C","c4.D"
"643",1,1,0,0
"644",1,1,0,0
"645",1,1,0,0
"646",1,1,0,0
"647",1,1,0,0
"648",1,1,0,0
"649",1,1,0,0
"650",1,1,0,0
"651",1,1,0,0
"652",1,1,0,0
"653",1,1,0,0
"654",1,1,0,0
"655",1,1,0,0
"656",1,1,0,0
"657",1,1,0,0
"658",1,1,0,0
"659",1,1,0,0
"660",1,1,0,0
"661",1,1,0,0
"662",1,1,0,0
"663",1,1,0,0
"664",1,1,0,0
"665",1,1,0,0
"666",1,1,0,0
"667",1,1,0,0
"668",1,1,0,0
"669",1,1,0,0
"670",1,1,0,0
"671",1,1,0,0
"672",1,1,0,0
"673",1,1,0,0
"674",1,1,0,0
"675",1,1,0,0
"676",1,1,0,0
"677",1,1,0,0
"678",1,1,0,0
"679",1,1,0,0
"680",1,1,0,0
"681",1,1,0,0
"682",1,1,0,0
"683",1,1,0,0
"684",1,1,0,0
"685",1,1,0,0
"686",1,1,0,0
"687",1,1,0,0
"688",1,1,0,0
"689",1,1,0,0
"690",1,1,0,0
"691",1,1,0,0
"692",1,1,0,0
"693",1,1,0,0
"694",1,1,0,0
"695",1,1,0,0
"696",1,1,0,0
"697",1,1,0,0
"698",1,1,0,0
"699",1,1,0,0
"700",1,1,0,0
"701",1,1,0,0
"702",1,1,0,0
"703",1,1,0,0
"704",1,1,0,0
"705",1,1,0,0
"706",1,1,0,0
"707",1,1,0,0
"708",1,1,0,0
"709",1,1,0,0
"710",1,1,0,0
"711",1,1,0,0
"712",1,1,0,0
"713",1,1,0,0
"714",1,1,0,0
"715",1,1,0,0
"716",1,1,0,0
"717",1,1,0,0
"718",1,1,0,0
"719",1,1,0,0
"720",1,1,0,0
"721",1,1,0,0
"722",1,1,0,0
"723",1,1,0,0
"724",1,1,0,0
"725",1,1,0,0
"726",1,1,0,0
"727",1,1,0,0
"728",1,1,0,0
"729",1,1,0,0
"730",1,1,0,0
"731",1,1,0,0
"732",1,1,0,0
"733",1,1,0,0
"734",1,1,0,0
"735",1,1,0,0
"736",1,1,0,0
"737",1,1,0,0
"738",1,1,0,0
"739",1,1,0,0
"740",1,1,0,0
"741",1,1,0,0
"742",1,1,0,0
"743",1,1,0,0
"744",1,1,0,0
"745",1,1,0,0
"746",1,1,0,0
"747",1,1,0,0
"748",1,1,0,0
"749",1,1,0,0
"750",1,1,0,0
"751",1,1,0,0
"752",1,1,0,0
"753",1,1,0,0
"754",1,1,0,0
"755",1,1,0,0
"756",1,1,0,0
"757",1,1,0,0
"758",1,1,0,0
"759",1,1,0,0
"760",1,1,0,0
"761",1,1,0,0
"762",1,1,0,0
"763",1,1,0,0
"764",1,1,0,0
"765",1,1,0,0
"766",1,1,0,0
"767",1,1,0,0
"768",1,1,0,0
"769",1,1,0,0
"770",1,1,0,0
"771",1,1,0,0
"772",1,1,0,0
"773",1,1,0,0
"774",1,1,0,0
"775",1,1,0,0
"776",1,1,0,0
"777",1,1,0,0
"778",1,1,0,0
"779",1,1,0,0
"780",1,1,0,0
"781",1,1,0,0
"782",1,1,0,0
"783",1,1,0,0
"784",1,1,0,0
"785",1,1,0,0
"786",1,1,0,0
"787",1,1,0,0
"788",1,1,0,0
"789",1,1,0,0
"790",1,1,0,0
"791",1,1,0,0
"792",1,1,0,0
"793",1,1,0,0
"794",1,1,0,0
"795",1,1,0,0
"796",1,1,0,0
"797",1,1,0,0
"798",1,1,0,0
"799",1,1,0,0
"800",1,1,0,0
"801",0,0,1,1
"802",0,0,1,1
"803",0,0,1,1
"804",0,0,1,1
"805",0,0,1,1
"806",0,0,1,1
"807",0,0,1,1
"808",0,0,1,1
"809",0,0,1,1
"810",0,0,1,1
"811",0,0,1,1
"812",0,0,1,1
"813",0,0,1,1
"814",0,0,1,1
"815",0,0,1,1
"816",0,0,1,1
"817",0,0,1,1
"818",0,0,1,1
"819",0,0,1,1
"820",0,0,1,1
"821",0,0,1,1
"822",0,0,1,1
"823",0,0,1,1
"824",0,0,1,1
"825",0,0,1,1
"826",0,0,1,1
"827",0,0,1,1
"828",0,0,1,1
"829",0,0,1,1
"830",0,0,1,1
"831",0,0,1,1
"832",0,0,1,1
"833",0,0,1,1
"834",0,0,1,1
"835",0,0,1,1
"836",0,0,1,1
"837",0,0,1,1
"838",0,0,1,1
"839",0,0,1,1
"840",0,0,1,1
"841",0,0,1,1
"842",0,0,1,1
"843",0,0,1,1
"844",0,0,1,1
"845",0,0,1,1
"846",0,0,1,1
"847",0,0,1,1
"848",0,0,1,1
"849",0,0,1,1
"850",0,0,1,1
"851",0,0,1,1
"852",0,0,1,1
"853",0,0,1,1
"854",0,0,1,1
"855",0,0,1,1
"856",0,0,1,1
"857",0,0,1,1
"858",0,0,1,1
"859",0,0,1,1
"860",0,0,1,1
"861",0,0,1,1
"862",0,0,1,1
"863",0,0,1,1
"864",0,0,1,1
"865",0,0,1,1
"866",0,0,1,1
"867",0,0,1,1
"868",0,0,1,1
"869",0,0,1,1
"870",0,0,1,1
"871",0,0,1,1
"872",0,0,1,1
"873",0,0,1,1
"874",0,0,1,1
"875",0,0,1,1
"876",0,0,1,1
"877",0,0,1,1
"878",0,0,1,1
"879",0,0,1,1
"880",0,0,1,1
"881",0,0,1,1
"882",0,0,1,1
"883",0,0,1,1
"884",0,0,1,1
"885",0,0,1,1
"886",0,0,1,1
"887",0,0,1,1
"888",0,0,1,1
"889",0,0,1,1
"890",0,0,1,1
"891",0,0,1,1
"892",0,0,1,1
"893",0,0,1,1
"894",0,0,1,1
"895",0,0,1,1
"896",0,0,1,1
"897",0,0,1,1
"898",0,0,1,1
"899",0,0,1,1
"900",0,0,1,1
"901",0,0,1,1
"902",0,0,1,1
"903",0,0,1,1
"904",0,0,1,1
"905",0,0,1,1
"906",0,0,1,1
"907",0,0,1,1
"908",0,0,1,1
"909",0,0,1,1
"910",0,0,1,1
"911",0,0,1,1
"912",0,0,1,1
"913",0,0,1,1
"914",0,0,1,1
"915",0,0,1,1
"916",0,0,1,1
"917",0,0,1,1
"918",0,0,1,1
"919",0,0,1,1
"920",0,0,1,1
"921",0,0,1,1
"922",0,0,1,1
"923",0,0,1,1
"924",0,0,1,1
"925",0,0,1,1
"926",0,0,1,1
"927",0,0,1,1
"928",0,0,1,1
"929",0,0,1,1
"930",0,0,1,1
"931",0,0,1,1
"932",0,0,1,1
"933",0,0,1,1
"934",0,0,1,1
"935",0,0,1,1
"936",0,0,1,1
"937",0,0,1,1
"938",0,0,1,1
"939",0,0,1,1
"940",0,0,1,1
"941",0,0,1,1
"942",0,0,1,1
"943",0,0,1,1
"944",0,0,1,1
"945",0,0,1,1
"946",0,0,1,1
"947",0,0,1,1
"948",0,0,1,1
"949",0,0,1,1
"950",0,0,1,1
"951",0,0,1,1
"952",0,0,1,1
"953",0,0,1,1
"954",0,0,1,1
"955",0,0,1,1
"956",0,0,1,1
"957",0,0,1,1
"958",0,0,1,1
"959",0,0,1,1
"960",0,0,1,1
"961",0,0,1,1
"962",0,0,1,1
"963",0,0,1,1
"964",0,0,1,1
"965",0,0,1,1
"966",0,0,1,1
"967",0,0,1,1
"968",0,0,1,1
"969",0,0,1,1
"970",0,0,1,1
"971",0,0,1,1
"972",0,0,1,1
"973",0,0,1,1
"974",0,0,1,1
"975",0,0,1,1
"976",0,0,1,1
"977",0,0,1,1
"978",0,0,1,1
"979",0,0,1,1
"980",0,0,1,1
"981",0,0,1,1
"982",0,0,1,1
"983",0,0,1,1
"984",0,0,1,1
"985",0,0,1,1
"986",0,0,1,1
"987",0,0,1,1
"988",0,0,1,1
"989",0,0,1,1
"990",0,0,1,1
"991",0,0,1,1
"992",0,0,1,1
"993",0,0,1,1
"994",0,0,1,1
"995",0,0,1,1
"996",0,0,1,1
"997",0,0,1,1
"998",0,0,1,1
"999",0,0,1,1
"1000",0,0,1,1
"1001",1,1,1,0
"1002",1,1,1,0
"1003",1,1,1,0
"1004",1,1,1,0
"1005",1,1,1,0
"1006",1,1,1,0
"1007",1,1,1,0
"1008",1,1,1,0
"1009",1,1,1,0
"1010",1,1,1,0
"1011",1,1,1,0
"1012",1,1,1,0
"1013",1,1,1,0
"1014",1,1,1,0
"1015",1,1,1,0
"1016",1,1,1,0
"1017",1,1,1,0
"1018",1,1,1,0
"1019",1,1,1,0
"1020",1,1,1,0
"1021",1,1,1,0
"1022",1,1,1,0
"1023",1,1,1,0
"1024",1,1,1,0
"1025",1,1,1,0
"1026",1,1,1,0
"1027",1,1,1,0
"1028",1,1,1,0
"1029",1,1,1,0
"1030",1,1,1,0
"1031",1,1,1,0
"1032",1,1,1,0
"1033",1,1,1,0
"1034",1,1,1,0
"1035",1,1,1,0
"1036",1,1,1,0
"1037",1,1,1,0
"1038",1,1,1,0
"1039",1,1,1,0
"1040",1,1,1,0
"1041",1,1,1,0
"1042",1,1,1,0
"1043",1,1,1,0
"1044",1,1,1,0
"1045",1,1,1,0
"1046",1,1,1,0
"1047",1,1,1,0
"1048",1,1,1,0
"1049",1,1,1,0
"1050",1,1,1,0
"1051",1,1,1,0
"1052",1,1,1,0
"1053",1,1,1,0
"1054",1,1,1,0
"1055",1,1,1,0
"1056",1,1,1,0
"1057",1,1,1,0
"1058",1,1,1,0
"1059",1,1,1,0
"1060",1,1,1,0
"1061",1,1,1,0
"1062",1,1,1,0
"1063",1,1,1,0
"1064",1,1,1,0
"1065",1,1,1,0
"1066",1,1,1,0
"1067",1,1,1,0
"1068",1,1,1,0
"1069",1,1,1,0
"1070",1,1,1,0
"1071",1,1,1,0
"1072",1,1,1,0
"1073",1,1,1,0
"1074",1,1,1,0
"1075",1,1,1,0
"1076",1,1,1,0
"1077",1,1,1,0
"1078",1,1,1,0
"1079",1,1,1,0
"1080",1,1,1,0
"1081",1,1,1,0
"1082",1,1,1,0
"1083",1,1,1,0
"1084",1,1,1,0
"1085",1,1,1,0
"1086",1,1,1,0
"1087",1,1,1,0
"1088",1,1,1,0
"1089",1,1,1,0
"1090",1,1,1,0
"1091",1,1,1,0
"1092",1,1,1,0
"1093",1,1,1,0
"1094",1,1,1,0
"1095",1,1,1,0
"1096",1,1,1,0
"1097",1,1,1,0
"1098",1,1,1,0
"1099",1,1,1,0
"1100",1,1,1,0
"1101",1,0,1,1
"1102",1,0,1,1
"1103",1,0,1,1
"1104",1,0,1,1
"1105",1,0,1,1
"1106",1,0,1,1
"1107",1,0,1,1
"1108",1,0,1,1
"1109",1,0,1,1
"1110",1,0,1,1
"1111",1,0,1,1
"1112",1,0,1,1
"1113",1,0,1,1
"1114",1,0,1,1
"1115",1,0,1,1
"1116",1,0,1,1
"1117",1,0,1,1
"1118",1,0,1,1
"1119",1,0,1,1
"1120",1,0,1,1
"1121",1,0,1,1
"1122",1,0,1,1
"1123",1,0,1,1
"1124",1,0,1,1
"1125",1,0,1,1
"1126",1,0,1,1
"1127",1,0,1,1
"1128",1,0,1,1
"1129",1,0,1,1
"1130",1,0,1,1
"1131",1,0,1,1
"1132",1,0,1,1
"1133",1,0,1,1
"1134",1,0,1,1
"1135",1,0,1,1
"1136",1,0,1,1
"1137",1,0,1,1
"1138",1,0,1,1
"1139",1,0,1,1
"1140",1,0,1,1
"1141",1,0,1,1
"1142",1,0,1,1
"1143",1,0,1,1
"1144",1,0,1,1
"1145",1,0,1,1
"1146",1,0,1,1
"1147",1,0,1,1
"1148",1,0,1,1
"1149",1,0,1,1
"1150",1,0,1,1
"1151",1,0,1,1
"1152",1,0,1,1
"1153",1,0,1,1
"1154",1,0,1,1
"1155",1,0,1,1
"1156",1,0,1,1
"1157",1,0,1,1
"1158",1,0,1,1
"1159",1,0,1,1
"1160",1,0,1,1
"1161",1,0,1,1
"1162",1,0,1,1
"1163",1,0,1,1
"1164",1,0,1,1
"1165",1,0,1,1
"1166",1,0,1,1
"1167",1,0,1,1
"1168",1,0,1,1
"1169",1,0,1,1
"1170",1,0,1,1
"1171",1,0,1,1
"1172",1,0,1,1
"1173",1,0,1,1
"1174",1,0,1,1
"1175",1,0,1,1
"1176",1,0,1,1
"1177",1,0,1,1
"1178",1,0,1,1
"1179",1,0,1,1
"1180",1,0,1,1
"1181",1,0,1,1
"1182",1,0,1,1
"1183",1,0,1,1
"1184",1,0,1,1
"1185",1,0,1,1
"1186",1,0,1,1
"1187",1,0,1,1
"1188",1,0,1,1
"1189",1,0,1,1
"1190",1,0,1,1
"1191",1,0,1,1
"1192",1,0,1,1
"1193",1,0,1,1
"1194",1,0,1,1
"1195",1,0,1,1
"1196",1,0,1,1
"1197",1,0,1,1
"1198",1,0,1,1
"1199",1,0,1,1
"1200",1,0,1,1
"1201",1,1,1,1
"1202",1,1,1,1
"1203",1,1,1,1
"1204",1,1,1,1
"1205",1,1,1,1
"1206",1,1,1,1
"1207",1,1,1,1
"1208",1,1,1,1
"1209",1,1,1,1
"1210",1,1,1,1
"1211",1,1,1,1
"1212",1,1,1,1
"1213",1,1,1,1
"1214",1,1,1,1
"1215",1,1,1,1
"1216",1,1,1,1
"1217",1,1,1,1
"1218",1,1,1,1
"1219",1,1,1,1
"1220",1,1,1,1
"1221",1,1,1,1
"1222",1,1,1,1
"1223",1,1,1,1
"1224",1,1,1,1
"1225",1,1,1,1
"1226",1,1,1,1
"1227",1,1,1,1
"1228",1,1,1,1
"1229",1,1,1,1
"1230",1,1,1,1
"1231",1,1,1,1
"1232",1,1,1,1
"1233",1,1,1,1
"1234",1,1,1,1
"1235",1,1,1,1
"1236",1,1,1,1
"1237",1,1,1,1
"1238",1,1,1,1
"1239",1,1,1,1
"1240",1,1,1,1
"1241",1,1,1,1
"1242",1,1,1,1
"1243",1,1,1,1
"1244",1,1,1,1
"1245",1,1,1,1
"1246",1,1,1,1
"1247",1,1,1,1
"1248",1,1,1,1
"1249",1,1,1,1
"1250",1,1,1,1
"1251",0,0,0,0
"1252",0,0,0,0
"1253",0,0,0,0
"1254",0,0,0,0
"1255",0,0,0,0
"1256",0,0,0,0
"1257",0,0,0,0
"1258",0,0,0,0
"1259",0,0,0,0
"1260",0,0,0,0
