"","A","B","C","D"
"1017",1,1,0,0
"1018",1,1,0,0
"1019",1,1,0,0
"1020",1,1,0,0
"1021",1,1,0,0
"1022",1,1,0,0
"1023",1,1,0,0
"1024",1,1,0,0
"1025",1,1,0,0
"1026",1,1,0,0
"1027",1,1,0,0
"1028",1,1,0,0
"1029",1,1,0,0
"1030",1,1,0,0
"1031",1,1,0,0
"1032",1,1,0,0
"1033",1,1,0,0
"1034",1,1,0,0
"1035",1,1,0,0
"1036",1,1,0,0
"1037",1,1,0,0
"1038",1,1,0,0
"1039",1,1,0,0
"1040",1,1,0,0
"1041",1,1,0,0
"1042",1,1,0,0
"1043",1,1,0,0
"1044",1,1,0,0
"1045",1,1,0,0
"1046",1,1,0,0
"1047",1,1,0,0
"1048",1,1,0,0
"1049",1,1,0,0
"1050",1,1,0,0
"1051",1,1,0,0
"1052",1,1,0,0
"1053",1,1,0,0
"1054",1,1,0,0
"1055",1,1,0,0
"1056",1,1,0,0
"1057",1,1,0,0
"1058",1,1,0,0
"1059",1,1,0,0
"1060",1,1,0,0
"1061",1,1,0,0
"1062",1,1,0,0
"1063",1,1,0,0
"1064",1,1,0,0
"1065",1,1,0,0
"1066",1,1,0,0
"1067",1,1,0,0
"1068",1,1,0,0
"1069",1,1,0,0
"1070",1,1,0,0
"1071",1,1,0,0
"1072",1,1,0,0
"1073",1,1,0,0
"1074",1,1,0,0
"1075",1,1,0,0
"1076",1,1,0,0
"1077",1,1,0,0
"1078",1,1,0,0
"1079",1,1,0,0
"1080",1,1,0,0
"1081",1,1,0,0
"1082",1,1,0,0
"1083",1,1,0,0
"1084",1,1,0,0
"1085",1,1,0,0
"1086",1,1,0,0
"1087",1,1,0,0
"1088",1,1,0,0
"1089",1,1,0,0
"1090",1,1,0,0
"1091",1,1,0,0
"1092",1,1,0,0
"1093",1,1,0,0
"1094",1,1,0,0
"1095",1,1,0,0
"1096",1,1,0,0
"1097",1,1,0,0
"1098",1,1,0,0
"1099",1,1,0,0
"1100",1,1,0,0
"1101",1,0,1,0
"1102",1,0,1,0
"1103",1,0,1,0
"1104",1,0,1,0
"1105",1,0,1,0
"1106",1,0,1,0
"1107",1,0,1,0
"1108",1,0,1,0
"1109",1,0,1,0
"1110",1,0,1,0
"1111",1,0,1,0
"1112",1,0,1,0
"1113",1,0,1,0
"1114",1,0,1,0
"1115",1,0,1,0
"1116",1,0,1,0
"1117",1,0,1,0
"1118",1,0,1,0
"1119",1,0,1,0
"1120",1,0,1,0
"1121",1,0,1,0
"1122",1,0,1,0
"1123",1,0,1,0
"1124",1,0,1,0
"1125",1,0,1,0
"1126",1,0,1,0
"1127",1,0,1,0
"1128",1,0,1,0
"1129",1,0,1,0
"1130",1,0,1,0
"1131",1,0,1,0
"1132",1,0,1,0
"1133",1,0,1,0
"1134",1,0,1,0
"1135",1,0,1,0
"1136",1,0,1,0
"1137",1,0,1,0
"1138",1,0,1,0
"1139",1,0,1,0
"1140",1,0,1,0
"1141",1,0,1,0
"1142",1,0,1,0
"1143",1,0,1,0
"1144",1,0,1,0
"1145",1,0,1,0
"1146",1,0,1,0
"1147",1,0,1,0
"1148",1,0,1,0
"1149",1,0,1,0
"1150",1,0,1,0
"1151",1,0,1,0
"1152",1,0,1,0
"1153",1,0,1,0
"1154",1,0,1,0
"1155",1,0,1,0
"1156",1,0,1,0
"1157",1,0,1,0
"1158",1,0,1,0
"1159",1,0,1,0
"1160",1,0,1,0
"1161",1,0,1,0
"1162",1,0,1,0
"1163",1,0,1,0
"1164",1,0,1,0
"1165",1,0,1,0
"1166",1,0,1,0
"1167",1,0,1,0
"1168",1,0,1,0
"1169",1,0,1,0
"1170",1,0,1,0
"1171",1,0,1,0
"1172",1,0,1,0
"1173",1,0,1,0
"1174",1,0,1,0
"1175",1,0,1,0
"1176",1,0,1,0
"1177",1,0,1,0
"1178",1,0,1,0
"1179",1,0,1,0
"1180",1,0,1,0
"1181",1,0,1,0
"1182",1,0,1,0
"1183",1,0,1,0
"1184",1,0,1,0
"1185",1,0,1,0
"1186",1,0,1,0
"1187",1,0,1,0
"1188",1,0,1,0
"1189",1,0,1,0
"1190",1,0,1,0
"1191",1,0,1,0
"1192",1,0,1,0
"1193",1,0,1,0
"1194",1,0,1,0
"1195",1,0,1,0
"1196",1,0,1,0
"1197",1,0,1,0
"1198",1,0,1,0
"1199",1,0,1,0
"1200",1,0,1,0
"1201",1,0,1,0
"1202",1,0,1,0
"1203",1,0,1,0
"1204",1,0,1,0
"1205",1,0,1,0
"1206",1,0,1,0
"1207",1,0,1,0
"1208",1,0,1,0
"1209",1,0,1,0
"1210",1,0,1,0
"1211",1,0,1,0
"1212",1,0,1,0
"1213",1,0,1,0
"1214",1,0,1,0
"1215",1,0,1,0
"1216",1,0,1,0
"1217",1,0,1,0
"1218",1,0,1,0
"1219",1,0,1,0
"1220",1,0,1,0
"1221",1,0,1,0
"1222",1,0,1,0
"1223",1,0,1,0
"1224",1,0,1,0
"1225",1,0,1,0
"1226",1,0,1,0
"1227",1,0,1,0
"1228",1,0,1,0
"1229",1,0,1,0
"1230",1,0,1,0
"1231",1,0,1,0
"1232",1,0,1,0
"1233",1,0,1,0
"1234",1,0,1,0
"1235",1,0,1,0
"1236",1,0,1,0
"1237",1,0,1,0
"1238",1,0,1,0
"1239",1,0,1,0
"1240",1,0,1,0
"1241",1,0,1,0
"1242",1,0,1,0
"1243",1,0,1,0
"1244",1,0,1,0
"1245",1,0,1,0
"1246",1,0,1,0
"1247",1,0,1,0
"1248",1,0,1,0
"1249",1,0,1,0
"1250",1,0,1,0
"1251",1,0,1,0
"1252",1,0,1,0
"1253",1,0,1,0
"1254",1,0,1,0
"1255",1,0,1,0
"1256",1,0,1,0
"1257",1,0,1,0
"1258",1,0,1,0
"1259",1,0,1,0
"1260",1,0,1,0
"1261",1,0,1,0
"1262",1,0,1,0
"1263",1,0,1,0
"1264",1,0,1,0
"1265",1,0,1,0
"1266",1,0,1,0
"1267",1,0,1,0
"1268",1,0,1,0
"1269",1,0,1,0
"1270",1,0,1,0
"1271",1,0,1,0
"1272",1,0,1,0
"1273",1,0,1,0
"1274",1,0,1,0
"1275",1,0,1,0
"1276",1,0,1,0
"1277",1,0,1,0
"1278",1,0,1,0
"1279",1,0,1,0
"1280",1,0,1,0
"1281",1,0,1,0
"1282",1,0,1,0
"1283",1,0,1,0
"1284",1,0,1,0
"1285",1,0,1,0
"1286",1,0,1,0
"1287",1,0,1,0
"1288",1,0,1,0
"1289",1,0,1,0
"1290",1,0,1,0
"1291",1,0,1,0
"1292",1,0,1,0
"1293",1,0,1,0
"1294",1,0,1,0
"1295",1,0,1,0
"1296",1,0,1,0
"1297",1,0,1,0
"1298",1,0,1,0
"1299",1,0,1,0
"1300",1,0,1,0
"1301",0,1,1,0
"1302",0,1,1,0
"1303",0,1,1,0
"1304",0,1,1,0
"1305",0,1,1,0
"1306",0,1,1,0
"1307",0,1,1,0
"1308",0,1,1,0
"1309",0,1,1,0
"1310",0,1,1,0
"1311",0,1,1,0
"1312",0,1,1,0
"1313",0,1,1,0
"1314",0,1,1,0
"1315",0,1,1,0
"1316",0,1,1,0
"1317",0,1,1,0
"1318",0,1,1,0
"1319",0,1,1,0
"1320",0,1,1,0
"1321",0,1,1,0
"1322",0,1,1,0
"1323",0,1,1,0
"1324",0,1,1,0
"1325",0,1,1,0
"1326",0,1,1,0
"1327",0,1,1,0
"1328",0,1,1,0
"1329",0,1,1,0
"1330",0,1,1,0
"1331",0,1,1,0
"1332",0,1,1,0
"1333",0,1,1,0
"1334",0,1,1,0
"1335",0,1,1,0
"1336",0,1,1,0
"1337",0,1,1,0
"1338",0,1,1,0
"1339",0,1,1,0
"1340",0,1,1,0
"1341",0,1,1,0
"1342",0,1,1,0
"1343",0,1,1,0
"1344",0,1,1,0
"1345",0,1,1,0
"1346",0,1,1,0
"1347",0,1,1,0
"1348",0,1,1,0
"1349",0,1,1,0
"1350",0,1,1,0
"1351",0,1,1,0
"1352",0,1,1,0
"1353",0,1,1,0
"1354",0,1,1,0
"1355",0,1,1,0
"1356",0,1,1,0
"1357",0,1,1,0
"1358",0,1,1,0
"1359",0,1,1,0
"1360",0,1,1,0
"1361",0,1,1,0
"1362",0,1,1,0
"1363",0,1,1,0
"1364",0,1,1,0
"1365",0,1,1,0
"1366",0,1,1,0
"1367",0,1,1,0
"1368",0,1,1,0
"1369",0,1,1,0
"1370",0,1,1,0
"1371",0,1,1,0
"1372",0,1,1,0
"1373",0,1,1,0
"1374",0,1,1,0
"1375",0,1,1,0
"1376",0,1,1,0
"1377",0,1,1,0
"1378",0,1,1,0
"1379",0,1,1,0
"1380",0,1,1,0
"1381",0,1,1,0
"1382",0,1,1,0
"1383",0,1,1,0
"1384",0,1,1,0
"1385",0,1,1,0
"1386",0,1,1,0
"1387",0,1,1,0
"1388",0,1,1,0
"1389",0,1,1,0
"1390",0,1,1,0
"1391",0,1,1,0
"1392",0,1,1,0
"1393",0,1,1,0
"1394",0,1,1,0
"1395",0,1,1,0
"1396",0,1,1,0
"1397",0,1,1,0
"1398",0,1,1,0
"1399",0,1,1,0
"1400",0,1,1,0
"1401",0,1,1,0
"1402",0,1,1,0
"1403",0,1,1,0
"1404",0,1,1,0
"1405",0,1,1,0
"1406",0,1,1,0
"1407",0,1,1,0
"1408",0,1,1,0
"1409",0,1,1,0
"1410",0,1,1,0
"1411",0,1,1,0
"1412",0,1,1,0
"1413",0,1,1,0
"1414",0,1,1,0
"1415",0,1,1,0
"1416",0,1,1,0
"1417",0,1,1,0
"1418",0,1,1,0
"1419",0,1,1,0
"1420",0,1,1,0
"1421",0,1,1,0
"1422",0,1,1,0
"1423",0,1,1,0
"1424",0,1,1,0
"1425",0,1,1,0
"1426",0,1,1,0
"1427",0,1,1,0
"1428",0,1,1,0
"1429",0,1,1,0
"1430",0,1,1,0
"1431",0,1,1,0
"1432",0,1,1,0
"1433",0,1,1,0
"1434",0,1,1,0
"1435",0,1,1,0
"1436",0,1,1,0
"1437",0,1,1,0
"1438",0,1,1,0
"1439",0,1,1,0
"1440",0,1,1,0
"1441",0,1,1,0
"1442",0,1,1,0
"1443",0,1,1,0
"1444",0,1,1,0
"1445",0,1,1,0
"1446",0,1,1,0
"1447",0,1,1,0
"1448",0,1,1,0
"1449",0,1,1,0
"1450",0,1,1,0
"1451",0,1,1,0
"1452",0,1,1,0
"1453",0,1,1,0
"1454",0,1,1,0
"1455",0,1,1,0
"1456",0,1,1,0
"1457",0,1,1,0
"1458",0,1,1,0
"1459",0,1,1,0
"1460",0,1,1,0
"1461",0,1,1,0
"1462",0,1,1,0
"1463",0,1,1,0
"1464",0,1,1,0
"1465",0,1,1,0
"1466",0,1,1,0
"1467",0,1,1,0
"1468",0,1,1,0
"1469",0,1,1,0
"1470",0,1,1,0
"1471",0,1,1,0
"1472",0,1,1,0
"1473",0,1,1,0
"1474",0,1,1,0
"1475",0,1,1,0
"1476",0,1,1,0
"1477",0,1,1,0
"1478",0,1,1,0
"1479",0,1,1,0
"1480",0,1,1,0
"1481",0,1,1,0
"1482",0,1,1,0
"1483",0,1,1,0
"1484",0,1,1,0
"1485",0,1,1,0
"1486",0,1,1,0
"1487",0,1,1,0
"1488",0,1,1,0
"1489",0,1,1,0
"1490",0,1,1,0
"1491",0,1,1,0
"1492",0,1,1,0
"1493",0,1,1,0
"1494",0,1,1,0
"1495",0,1,1,0
"1496",0,1,1,0
"1497",0,1,1,0
"1498",0,1,1,0
"1499",0,1,1,0
"1500",0,1,1,0
"1501",1,1,1,0
"1502",1,1,1,0
"1503",1,1,1,0
"1504",1,1,1,0
"1505",1,1,1,0
"1506",1,1,1,0
"1507",1,1,1,0
"1508",1,1,1,0
"1509",1,1,1,0
"1510",1,1,1,0
"1511",1,1,1,0
"1512",1,1,1,0
"1513",1,1,1,0
"1514",1,1,1,0
"1515",1,1,1,0
"1516",1,1,1,0
"1517",1,1,1,0
"1518",1,1,1,0
"1519",1,1,1,0
"1520",1,1,1,0
"1521",1,1,1,0
"1522",1,1,1,0
"1523",1,1,1,0
"1524",1,1,1,0
"1525",1,1,1,0
"1526",1,1,1,0
"1527",1,1,1,0
"1528",1,1,1,0
"1529",1,1,1,0
"1530",1,1,1,0
"1531",1,1,1,0
"1532",1,1,1,0
"1533",1,1,1,0
"1534",1,1,1,0
"1535",1,1,1,0
"1536",1,1,1,0
"1537",1,1,1,0
"1538",1,1,1,0
"1539",1,1,1,0
"1540",1,1,1,0
"1541",1,1,1,0
"1542",1,1,1,0
"1543",1,1,1,0
"1544",1,1,1,0
"1545",1,1,1,0
"1546",1,1,1,0
"1547",1,1,1,0
"1548",1,1,1,0
"1549",1,1,1,0
"1550",1,1,1,0
"1551",1,1,1,0
"1552",1,1,1,0
"1553",1,1,1,0
"1554",1,1,1,0
"1555",1,1,1,0
"1556",1,1,1,0
"1557",1,1,1,0
"1558",1,1,1,0
"1559",1,1,1,0
"1560",1,1,1,0
"1561",1,1,1,0
"1562",1,1,1,0
"1563",1,1,1,0
"1564",1,1,1,0
"1565",1,1,1,0
"1566",1,1,1,0
"1567",1,1,1,0
"1568",1,1,1,0
"1569",1,1,1,0
"1570",1,1,1,0
"1571",1,1,1,0
"1572",1,1,1,0
"1573",1,1,1,0
"1574",1,1,1,0
"1575",1,1,1,0
"1576",1,1,1,0
"1577",1,1,1,0
"1578",1,1,1,0
"1579",1,1,1,0
"1580",1,1,1,0
"1581",1,1,1,0
"1582",1,1,1,0
"1583",1,1,1,0
"1584",1,1,1,0
"1585",1,1,1,0
"1586",1,1,1,0
"1587",1,1,1,0
"1588",1,1,1,0
"1589",1,1,1,0
"1590",1,1,1,0
"1591",1,1,1,0
"1592",1,1,1,0
"1593",1,1,1,0
"1594",1,1,1,0
"1595",1,1,1,0
"1596",1,1,1,0
"1597",1,1,1,0
"1598",1,1,1,0
"1599",1,1,1,0
"1600",1,1,1,0
"1601",1,1,0,1
"1602",1,1,0,1
"1603",1,1,0,1
"1604",1,1,0,1
"1605",1,1,0,1
"1606",1,1,0,1
"1607",1,1,0,1
"1608",1,1,0,1
"1609",1,1,0,1
"1610",1,1,0,1
"1611",1,1,0,1
"1612",1,1,0,1
"1613",1,1,0,1
"1614",1,1,0,1
"1615",1,1,0,1
"1616",1,1,0,1
"1617",1,1,0,1
"1618",1,1,0,1
"1619",1,1,0,1
"1620",1,1,0,1
"1621",1,1,0,1
"1622",1,1,0,1
"1623",1,1,0,1
"1624",1,1,0,1
"1625",1,1,0,1
"1626",1,1,0,1
"1627",1,1,0,1
"1628",1,1,0,1
"1629",1,1,0,1
"1630",1,1,0,1
"1631",1,1,0,1
"1632",1,1,0,1
"1633",1,1,0,1
"1634",1,1,0,1
"1635",1,1,0,1
"1636",1,1,0,1
"1637",1,1,0,1
"1638",1,1,0,1
"1639",1,1,0,1
"1640",1,1,0,1
"1641",1,1,0,1
"1642",1,1,0,1
"1643",1,1,0,1
"1644",1,1,0,1
"1645",1,1,0,1
"1646",1,1,0,1
"1647",1,1,0,1
"1648",1,1,0,1
"1649",1,1,0,1
"1650",1,1,0,1
"1651",1,1,0,1
"1652",1,1,0,1
"1653",1,1,0,1
"1654",1,1,0,1
"1655",1,1,0,1
"1656",1,1,0,1
"1657",1,1,0,1
"1658",1,1,0,1
"1659",1,1,0,1
"1660",1,1,0,1
"1661",1,1,0,1
"1662",1,1,0,1
"1663",1,1,0,1
"1664",1,1,0,1
"1665",1,1,0,1
"1666",1,1,0,1
"1667",1,1,0,1
"1668",1,1,0,1
"1669",1,1,0,1
"1670",1,1,0,1
"1671",1,1,0,1
"1672",1,1,0,1
"1673",1,1,0,1
"1674",1,1,0,1
"1675",1,1,0,1
"1676",1,1,0,1
"1677",1,1,0,1
"1678",1,1,0,1
"1679",1,1,0,1
"1680",1,1,0,1
"1681",1,1,0,1
"1682",1,1,0,1
"1683",1,1,0,1
"1684",1,1,0,1
"1685",1,1,0,1
"1686",1,1,0,1
"1687",1,1,0,1
"1688",1,1,0,1
"1689",1,1,0,1
"1690",1,1,0,1
"1691",1,1,0,1
"1692",1,1,0,1
"1693",1,1,0,1
"1694",1,1,0,1
"1695",1,1,0,1
"1696",1,1,0,1
"1697",1,1,0,1
"1698",1,1,0,1
"1699",1,1,0,1
"1700",1,1,0,1
"1701",0,0,1,1
"1702",0,0,1,1
"1703",0,0,1,1
"1704",0,0,1,1
"1705",0,0,1,1
"1706",0,0,1,1
"1707",0,0,1,1
"1708",0,0,1,1
"1709",0,0,1,1
"1710",0,0,1,1
"1711",0,0,1,1
"1712",0,0,1,1
"1713",0,0,1,1
"1714",0,0,1,1
"1715",0,0,1,1
"1716",0,0,1,1
"1717",0,0,1,1
"1718",0,0,1,1
"1719",0,0,1,1
"1720",0,0,1,1
"1721",0,0,1,1
"1722",0,0,1,1
"1723",0,0,1,1
"1724",0,0,1,1
"1725",0,0,1,1
"1726",0,0,1,1
"1727",0,0,1,1
"1728",0,0,1,1
"1729",0,0,1,1
"1730",0,0,1,1
"1731",0,0,1,1
"1732",0,0,1,1
"1733",0,0,1,1
"1734",0,0,1,1
"1735",0,0,1,1
"1736",0,0,1,1
"1737",0,0,1,1
"1738",0,0,1,1
"1739",0,0,1,1
"1740",0,0,1,1
"1741",0,0,1,1
"1742",0,0,1,1
"1743",0,0,1,1
"1744",0,0,1,1
"1745",0,0,1,1
"1746",0,0,1,1
"1747",0,0,1,1
"1748",0,0,1,1
"1749",0,0,1,1
"1750",0,0,1,1
"1751",0,0,1,1
"1752",0,0,1,1
"1753",0,0,1,1
"1754",0,0,1,1
"1755",0,0,1,1
"1756",0,0,1,1
"1757",0,0,1,1
"1758",0,0,1,1
"1759",0,0,1,1
"1760",0,0,1,1
"1761",0,0,1,1
"1762",0,0,1,1
"1763",0,0,1,1
"1764",0,0,1,1
"1765",0,0,1,1
"1766",0,0,1,1
"1767",0,0,1,1
"1768",0,0,1,1
"1769",0,0,1,1
"1770",0,0,1,1
"1771",0,0,1,1
"1772",0,0,1,1
"1773",0,0,1,1
"1774",0,0,1,1
"1775",0,0,1,1
"1776",0,0,1,1
"1777",0,0,1,1
"1778",0,0,1,1
"1779",0,0,1,1
"1780",0,0,1,1
"1781",0,0,1,1
"1782",0,0,1,1
"1783",0,0,1,1
"1784",0,0,1,1
"1785",0,0,1,1
"1786",0,0,1,1
"1787",0,0,1,1
"1788",0,0,1,1
"1789",0,0,1,1
"1790",0,0,1,1
"1791",0,0,1,1
"1792",0,0,1,1
"1793",0,0,1,1
"1794",0,0,1,1
"1795",0,0,1,1
"1796",0,0,1,1
"1797",0,0,1,1
"1798",0,0,1,1
"1799",0,0,1,1
"1800",0,0,1,1
"1801",0,0,1,1
"1802",0,0,1,1
"1803",0,0,1,1
"1804",0,0,1,1
"1805",0,0,1,1
"1806",0,0,1,1
"1807",0,0,1,1
"1808",0,0,1,1
"1809",0,0,1,1
"1810",0,0,1,1
"1811",0,0,1,1
"1812",0,0,1,1
"1813",0,0,1,1
"1814",0,0,1,1
"1815",0,0,1,1
"1816",0,0,1,1
"1817",0,0,1,1
"1818",0,0,1,1
"1819",0,0,1,1
"1820",0,0,1,1
"1821",0,0,1,1
"1822",0,0,1,1
"1823",0,0,1,1
"1824",0,0,1,1
"1825",0,0,1,1
"1826",0,0,1,1
"1827",0,0,1,1
"1828",0,0,1,1
"1829",0,0,1,1
"1830",0,0,1,1
"1831",0,0,1,1
"1832",0,0,1,1
"1833",0,0,1,1
"1834",0,0,1,1
"1835",0,0,1,1
"1836",0,0,1,1
"1837",0,0,1,1
"1838",0,0,1,1
"1839",0,0,1,1
"1840",0,0,1,1
"1841",0,0,1,1
"1842",0,0,1,1
"1843",0,0,1,1
"1844",0,0,1,1
"1845",0,0,1,1
"1846",0,0,1,1
"1847",0,0,1,1
"1848",0,0,1,1
"1849",0,0,1,1
"1850",0,0,1,1
"1851",0,0,1,1
"1852",0,0,1,1
"1853",0,0,1,1
"1854",0,0,1,1
"1855",0,0,1,1
"1856",0,0,1,1
"1857",0,0,1,1
"1858",0,0,1,1
"1859",0,0,1,1
"1860",0,0,1,1
"1861",0,0,1,1
"1862",0,0,1,1
"1863",0,0,1,1
"1864",0,0,1,1
"1865",0,0,1,1
"1866",0,0,1,1
"1867",0,0,1,1
"1868",0,0,1,1
"1869",0,0,1,1
"1870",0,0,1,1
"1871",0,0,1,1
"1872",0,0,1,1
"1873",0,0,1,1
"1874",0,0,1,1
"1875",0,0,1,1
"1876",0,0,1,1
"1877",0,0,1,1
"1878",0,0,1,1
"1879",0,0,1,1
"1880",0,0,1,1
"1881",0,0,1,1
"1882",0,0,1,1
"1883",0,0,1,1
"1884",0,0,1,1
"1885",0,0,1,1
"1886",0,0,1,1
"1887",0,0,1,1
"1888",0,0,1,1
"1889",0,0,1,1
"1890",0,0,1,1
"1891",0,0,1,1
"1892",0,0,1,1
"1893",0,0,1,1
"1894",0,0,1,1
"1895",0,0,1,1
"1896",0,0,1,1
"1897",0,0,1,1
"1898",0,0,1,1
"1899",0,0,1,1
"1900",0,0,1,1
"1901",1,1,1,1
"1902",1,1,1,1
"1903",1,1,1,1
"1904",1,1,1,1
"1905",1,1,1,1
"1906",1,1,1,1
"1907",1,1,1,1
"1908",1,1,1,1
"1909",1,1,1,1
"1910",1,1,1,1
"1911",1,1,1,1
"1912",1,1,1,1
"1913",1,1,1,1
"1914",1,1,1,1
"1915",1,1,1,1
"1916",1,1,1,1
"1917",1,1,1,1
"1918",1,1,1,1
"1919",1,1,1,1
"1920",1,1,1,1
"1921",1,1,1,1
"1922",1,1,1,1
"1923",1,1,1,1
"1924",1,1,1,1
"1925",1,1,1,1
"1926",1,1,1,1
"1927",1,1,1,1
"1928",1,1,1,1
"1929",1,1,1,1
"1930",1,1,1,1
"1931",1,1,1,1
"1932",1,1,1,1
"1933",1,1,1,1
"1934",1,1,1,1
"1935",1,1,1,1
"1936",1,1,1,1
"1937",1,1,1,1
"1938",1,1,1,1
"1939",1,1,1,1
"1940",1,1,1,1
"1941",1,1,1,1
"1942",1,1,1,1
"1943",1,1,1,1
"1944",1,1,1,1
"1945",1,1,1,1
"1946",1,1,1,1
"1947",1,1,1,1
"1948",1,1,1,1
"1949",1,1,1,1
"1950",1,1,1,1
"1951",0,0,0,0
"1952",0,0,0,0
"1953",0,0,0,0
"1954",0,0,0,0
"1955",0,0,0,0
"1956",0,0,0,0
"1957",0,0,0,0
"1958",0,0,0,0
"1959",0,0,0,0
"1960",0,0,0,0
